author,content,number_of_likes,number_of_shares
instagram,“I think every dog deserves recognition.”  —@thedogist #WKCDogShow #WeeklyFluff https://t.co/B1K5CaBJ1E,1443,304
instagram,Going nose-to-nose with @thedogist at @WKCDOGS #WKCDogShow  https://t.co/djWWVYXTLW https://t.co/SRigX3xn7k,1739,486
instagram,#WHPthisislove ❤️ https://t.co/bNGylVXYRW https://t.co/zmgXJHBITa,1923,438
instagram,#NYFW #InstaPit https://t.co/Sw4IjfgUIL,1030,204
instagram,.@carol_humberto of @openingceremony present an imaginary future at #nyfw https://t.co/EHfBPCzm86 https://t.co/E1q3Xnrzai,1193,238
instagram,Turning passion into a profession with Svetlana Rozhnova’s handcrafted dolls https://t.co/A1Md7dM941 https://t.co/ZT8gd1m2A8,1625,377
instagram,Fashionable follows for #NYFW (via @TimeOutNewYork) https://t.co/RbVUUMXMy7,1208,250
instagram,Art and WONDER that's meant to be shared. #RenwickGallery @americanart @gardenandgunmag https://t.co/v1axcI0k3I,1117,237
instagram,“If I could do anyone’s nails...it would be Dolly Parton or the superstar athlete Flo-Jo.” —@nataliepavloskinails https://t.co/TqXqghK7uw,1936,345
instagram,"#IGHearts are inseparable
https://t.co/haBDvGV9a6",1277,254
instagram,"From Ukraine, with love #IGHearts
https://t.co/iOKvUT3N3m",1257,221
instagram,"The Week on Instagram | 222 
https://t.co/89FeCuZwEW https://t.co/vqj2bnhRxF",1395,283
instagram,Like. Love. Affection. Romance. A double tap. All month long. #IGHearts https://t.co/hbM8esrYkm https://t.co/JtQXnXxHHW,1545,335
instagram,TFW you propose and she doesn't respond right away...(via @ABC7)https://t.co/43AceBJ5Zv,989,185
instagram,"Frosting &gt; flowers #IGHearts
https://t.co/3W6t2YR49E",1173,217
instagram,Crazy dunks. Celebrity ballers. Rookies to root for. #NBAAllStarTO videos are on Instagram 🏀 https://t.co/ivfWvZoLe7,2289,1027
instagram,"Follow your arrow →  #IGHearts
https://t.co/KT5K18mTLe",1239,239
instagram,"When No. 2 is second to none ✏️ #IGHearts
https://t.co/zGfGecR0cE",1521,300
instagram,A glimpse into @nataliepavloski’s nail art dreams https://t.co/TqXqghK7uw,1973,400
instagram,Dominating the dunk! Watch videos of reigning champ @ZachLaVine and more from #NBAAllStarTO on Instagram 🏀 https://t.co/Thc2099tOi,2340,980
instagram,"#IGHearts are totally resilient.
https://t.co/uY0inxDl45",1325,250
instagram,Slamming and jamming at #NBAAllStarTO with @ZachLaVine https://t.co/eet4r4sxoy https://t.co/m5HLU7hIt6,1771,396
instagram,"Puppy. Love. #IGHearts
https://t.co/9NTVgKHu2y",1088,203
instagram,"Lonely no more #IGHearts
https://t.co/IqTr2odpBh",1239,235
instagram,"Light in darkness #IGHearts
https://t.co/8lB1bLLgeC",1312,267
instagram,Owning a cat can significantly help reduce the risk of heart disease. #IGHearts https://t.co/5YUrYTimkK,1769,589
instagram,".@okgo puts the ""sick"" in motion sickness (via @instagrammusic)
https://t.co/mAdtT4BZhq",1305,284
instagram,“We need to teach young girls that it’s cool to compliment other women.” —@IISuperwomanII on #GirlLove 👭 https://t.co/hK8TNJOME8,4384,1367
instagram,Participate in this weekend’s hashtag project: #WHPthisislove https://t.co/dgY4D31qQz https://t.co/edd9vVTrcI,1487,356
instagram,Contagious positivity: spreading #GirlLove with @IISuperwomanII 👭 https://t.co/hK8TNJOME8 https://t.co/gBRFSHgwPd,3755,740
instagram,Behind the scenes of @okgo’s spacey new video “Upside Down &amp,1654,450
instagram,One of our favorite submissions from this weekend’s hashtag project: #WHPvibrant https://t.co/6q8SSpcHz0,1344,274
instagram,A cat selfie we ❤️ #IGHearts https://t.co/5YUrYTimkK,1565,303
instagram,"Eating your way through Italy, by way of New York, with @Eataly pasta maker Luca Donofrio https://t.co/vd2jTtBY2Q https://t.co/xajcPF6hdH",1632,362
instagram,"Here's how account switching works: after adding accounts in settings, tap your username on profile to switch https://t.co/9Rl4ivki4p",2281,1054
instagram,Celebrate #Carnival around the world! Open Instagram to join the festivities. #IGCarnival https://t.co/lUCN23T9wX,1905,514
instagram,"#WeeklyFluff, food fighting guinea pig edition: https://t.co/MAWbEEHI4x",1125,244
instagram,Celebrating #Carnival in Rio de Janeiro with Tatiana Ruediger https://t.co/PxmnNgbEAe https://t.co/lex2zG3ka1,1709,387
instagram,Featured submissions from this weekend’s hashtag project: #WHPvibrant https://t.co/mtLOXVPy3y https://t.co/BjTWpWH92S,1601,345
instagram,"Starting this week, you can switch between multiple accounts! 🎉 
Learn more: https://t.co/Clq8JHzwaS https://t.co/r6fb67XTQ8",9593,7073
instagram,"“I’m just the courier, photographer, tour guide and Sherpa for Mr. Monkey.” —@smallpaul",1355,264
instagram,It’s a good year to be a monkey. Especially with this kind of passport https://t.co/UJzHj8f4V3 https://t.co/ePDP7w7YxL,1701,413
instagram,The excitement's not over yet! Super Bowl fandemonium is live on Instagram #SB50 https://t.co/kH3NTFFNrg,1818,399
instagram,Huddle up! Join #SB50 fans on Instagram now https://t.co/Qe6gMdn0Ux,1596,311
instagram,Ready for the big game? Open Instagram to go to behind the scenes at #SB50 with 2 time champ @DeionSanders https://t.co/34hwohrp4x,1458,321
instagram,“There was just this fantastic momentum happening.” —Melissa Melvin-Rodriguez #superbowl50,1103,234
instagram,On the road to the #superbowl with the Carolina Panthers’ team photographer https://t.co/6L2GDzvRs2 https://t.co/EZ7RXr8W4m,1579,452
instagram,"The Week on Instagram | 221 
https://t.co/wqCbTQlnS7 https://t.co/BVCYLwv5LO",1675,383
instagram,“Who knows? Life brings surprises.” —photographer Aujin Rew,2006,687
instagram,Embracing adventure and taking chances with photographer Aujin Rew https://t.co/l3LBv9qI0N https://t.co/NTu4vOcayK,1790,379
instagram,“It’s been a long dream.” Life and music with producer @OddKidOut_ (via @instagrammusic) https://t.co/td3BbKBlET,1417,274
instagram,Participate in this weekend’s hashtag project: #WHPvibrant https://t.co/t1Ed8L0jZ5 https://t.co/aWIcRDaujB,1577,366
instagram,Defying stereotypes with the @zunleephoto project #FadeResistance,203,40
instagram,Honoring #BlackHistoryMonth with @zunleephoto’s joyful moments https://t.co/BZ8qak2D4p https://t.co/NnLBuOw9dE,542,160
instagram,"Your heart beats about 100,00 times in one day and 36.5 million times in a year.",1840,698
instagram,Like. Love. Affection. Romance. A double tap. All month long. #IGHearts https://t.co/GvzudJIwGL,1233,315
instagram,The @IntrepidMuseum organized a #MuseumInstaSwap in New York City https://t.co/m1WLjegruk,1473,332
instagram,“Sometimes an illustration is more direct than words.” —@LucilleClerc,1631,547
instagram,"“Liberté, égalité, fraternité”: celebrating France with @LucilleClerc https://t.co/t8F4aOYyHw https://t.co/APjZkWVE8Y",1288,324
instagram,18 museums in New York City pair off for a #MuseumInstaSwap https://t.co/d87rbqQjZ7 https://t.co/AYRsrXxBv3,1682,496
instagram,One of our favorite submissions from this weekend’s hashtag project: #WHPnocturnal https://t.co/b3myuIG0ic,1305,255
instagram,Capturing contemporary life in the Caucasus Mountains with @darosulakauri https://t.co/jriTjZidvP https://t.co/8XaIxTULGk,1428,285
instagram,See one of our favorite submissions from this weekend’s hashtag project: #WHPnocturnal https://t.co/I5nctFe9Ip,1393,288
instagram,“There’s got to be some madness and some rare depth of hilarity.” —@heatherfuture,1319,336
instagram,Painting pop culture with @heatherfuture https://t.co/T69J7npeyf https://t.co/93hUump4VB,1438,299
instagram,Completely unscientific #GroundhogDay predictions with Jenny Rodriguez https://t.co/v086RYYf4e https://t.co/A6RmCGsFjP,1942,460
instagram,Featured submissions from this weekend’s hashtag project: #WHPnocturnal https://t.co/vAjq9UCTKh https://t.co/bmf3L0c5Xc,1800,409
instagram,“The pencil represents persistence. You can use the pencil to the last drop of lead.” —Aniekan Udofia #BlackHistoryMonth,1868,693
instagram,Overcoming fear and coming together: the amazing murals of @sketch272000 https://t.co/AoOph3O9JE https://t.co/wl8KPUywFo,1984,527
instagram,"We got the snow, you bring the mobile. Open Instagram for more #XGames action ❄️ https://t.co/O1Wj7AVcGO",1770,388
instagram,"The Week on Instagram | 220 
https://t.co/OuBoFlsqmz https://t.co/WbJgdR95YQ",1451,298
instagram,Head's up! Insane views of the #XGames are on Instagram now https://t.co/8rQvXk6Ic5,2245,655
instagram,“A whole new world opened up.” —@TorahBright,1415,301
instagram,Keeping it real at the #XGames with professional snowboarder @TorahBright https://t.co/URhB9IO35F https://t.co/MTlBuI5pbd,1668,281
instagram,Action + style = #XGames on Instagram 🏂 https://t.co/2KqGtcv40h,3175,1115
instagram,“Take those moments to pause and watch the world around you.” —Charles Post,1873,715
instagram,Documenting our wild world with ecologist and storyteller Charles Post: https://t.co/GmWbEF2oN8 https://t.co/gI1ASglKpD,1782,412
instagram,It's go time! 😱❄️ Watch #XGames videos on Instagram now https://t.co/sZo39nvseN,2085,525
instagram,“It’s different every place I go.” —carpet connoisseur Kasimir Pilè,1419,354
instagram,"Get the warm and fuzzies, one square at a time https://t.co/zbgtnKO4hY https://t.co/SD187fdBMe",1538,313
instagram,Participate in this weekend’s hashtag project: #WHPnocturnal https://t.co/OHnRJdrKIZ https://t.co/GR785mqghc,1972,485
instagram,“My life is an attempt to reach out to the art.” —Darya Morgachyova,1904,543
instagram,Living art every day with Russian artist Darya Morgachyova https://t.co/wNse8vlTSj https://t.co/hioTkUsrMU,1944,550
instagram,Capturing the emotion in a detail: #coutureweek in Paris with Iringó Demeter https://t.co/fS4etlDyvZ https://t.co/OvCup3NLBk,1603,315
instagram,“My two biggest passions merged into one thing.” —Frode Sandbech,1461,335
instagram,Extreme winter sports with a view with Frode Sandbech https://t.co/mXoxnfzKnL https://t.co/9Iih2fPSjU,2110,672
instagram,See one of our favorite submissions from this weekend's hashtag project: #WHPsplitsecond https://t.co/seUfltP9lB,1403,237
instagram,"“Over time, I found that the most gratifying thing about art is the process.” —Lexi Hannah",1819,532
instagram,"Drip, drop, hooray! Watercolors that wow from Lexi Hannah https://t.co/5IXvpJ1U5R https://t.co/RmHMMZSGzY",2723,927
instagram,Globe-trotting isn’t always glamorous with Russian photographer @avdeev https://t.co/8sJEYp4bNS https://t.co/Nhuuq7xXde,1487,310
instagram,One of our favorite submissions from this weekend's hashtag project: #WHPsplitsecond https://t.co/gNw5Ag9LEK,1446,256
instagram,“Fog fascinates me because you never know what’s awaiting you or what to expect on the other side.” —@bokehm0n,1343,342
instagram,Exploring moody meadows and foggy forests with @bokehm0n https://t.co/4eQJCceLXz https://t.co/r5yIAGTAV1,1851,502
instagram,"#WeeklyFluff, slow-mo Canadian Rhodesian Ridgeback/Labrador/shepherd edition: https://t.co/TXYGEtLP0d",1436,269
instagram,Featured submissions from this weekend’s hashtag project: #WHPsplitsecond https://t.co/Yq9fGTCS6L https://t.co/Z8l1v9sRDl,1464,300
instagram,“It asks more questions than it answers.” —Victoria Will,1567,402
instagram,Capturing the magic of #Sundance through moving portraits by @vwillphoto https://t.co/zv8Gn6wZCU https://t.co/ceIK6mU9pS,1568,288
instagram,"“When somebody says, ‘I’m not an artistic person,’ I take that as a challenge.” —Carolyn Borlenghi https://t.co/uDm7MBArof",1925,445
instagram,Release your inner artist with creative spirit guide Carolyn Borlenghi https://t.co/0kILmO6v9f https://t.co/6YdJRJvMNX,1805,418
instagram,"The Week on Instagram | 219 
https://t.co/Y2bjeFKlWF https://t.co/KY8dlSCLtj",1942,461
instagram,Seeing a quirky world through Anshuman Ghosh’s phone https://t.co/ou5bgTFwOc https://t.co/n6gDjDcFq9,2350,598
instagram,"“If it helps one little girl go, ‘Maybe I could skateboard, maybe I could play ice hockey,’ it will all be worth it.” —Christin Rose",1834,404
instagram,On the field and in your face: inspiring confidence through @sheplayswewin https://t.co/1HdvQKFoVO https://t.co/k8kIhorkPk,2093,463
instagram,Participate in this weekend’s hashtag project: #WHPsplitsecond https://t.co/GL7sUznp2F https://t.co/2RrPwFNMQO,2154,472
instagram,Restoring life into worn tools with Maki Yamamoto https://t.co/9r6U2kV2Dy https://t.co/zVYsq88m2L,2235,540
instagram,“Photography is something I inherited from my dad — it’s his legacy. I’m in love with the pictures he took of my mum.” —Clementina Altube,2146,500
instagram,Finding harmony behind the lens and through music with Clementina Altube https://t.co/uQu3kmjean https://t.co/1sIVO4SL10,2026,423
instagram,Old-school Mumbai taxis get made over with @TaxiFabric https://t.co/ru0QAZYh2W https://t.co/Vxe1xzOAOQ,1689,493
instagram,Catching waves with @jstersurf’s tintype photos: https://t.co/MjS7uMMPAw https://t.co/NDxUKm2JRr,2028,467
instagram,Découvrez et partagez les inspirations du monde francophone sur Instagram. Bienvenue https://t.co/FzlUhRtXKn!,1016,180
instagram,Share the discoveries and inspirations of the French-speaking world on Instagram. Welcome https://t.co/hA9J0oX4OB!🇫🇷 https://t.co/lQVo3HRwLU,2137,564
instagram,See one of our favorite submissions from this weekend’s hashtag project: #WHPLocalLens https://t.co/tWBLR8CrxB,1524,277
instagram,“I’m not obsessed with perfect pictures.” —@ambroisetezenas,1660,379
instagram,Relishing timeless moments with French photographer @ambroisetezenas https://t.co/2MEnIUqpG8 https://t.co/d8C7A622q0,1541,336
instagram,“I tend to find little details of big importance.” —photojournalist @LdAki,1790,437
instagram,Poetic responses to everyday encounters with photojournalist @LdAki https://t.co/DLHSEs0HDu https://t.co/FHem2woMIC,1893,416
instagram,One of our favorite submissions from this weekend’s hashtag project: #WHPLocalLens https://t.co/b9JM0grFA7,1707,303
instagram,"“Sometimes meeting a person you admire can be disappointing in real life, but she surpassed any expectations I had.” —@Gillianlaub",2133,794
instagram,Celebrating @DollyParton’s birthday with her no-nonsense advice 🎉 https://t.co/lqFwFr4h4p,1988,451
instagram,"#WeeklyFluff, carrot crunching Canadian bunny edition: https://t.co/jSD46HekLp",1561,285
instagram,Featured submissions from this weekend’s hashtag project: #WHPLocalLens https://t.co/7OHC7XGyUX https://t.co/NlrKoVSCb0,1990,456
instagram,"“I try to document everything — the good, the bad and the ugly.” —photographer @byDVNLLN",2074,493
instagram,Honoring #MLKDay and everyday activists with photographer @byDVNLLN https://t.co/x0un0Mkqv0 https://t.co/vqMgqFoPMS,3055,1208
instagram,“Unicorns are perfectly magical and people of all ages find them irresistible.” —Sabina Gibson,2681,910
instagram,There’s handcrafted harmony in Sabina Gibson’s magical animal kingdom https://t.co/sVUjZqHLQM https://t.co/gx4S1u8UIH,2691,690
instagram,"The Week on Instagram | 218 
https://t.co/RU42NIpXzq https://t.co/b0P3bBzZOO",643,172
instagram,Forging a rainbow connection with @TheDebbieBean and her stained-glass wares https://t.co/e49mRPNpIH https://t.co/i0y7ErFt0c,736,200
instagram,See @YellowstoneNPS like never before through the eyes of @thedancingwind https://t.co/jqhHEIoyZN https://t.co/L1mAxFbRcs,3064,761
instagram,Participate in this weekend’s hashtag project: #WHPLocalLens https://t.co/ThOCxgqxIn https://t.co/iceWecAUwp,1915,433
instagram,Defying gravity with professional acrobat and coach Scott McDonald https://t.co/nyX6vsyAhU https://t.co/09ebu23wIa,2049,459
instagram,A colorful Japanese character a day with Mika Yamada https://t.co/WvK0N3jkmE https://t.co/9LAy4AKMmF,2524,634
instagram,"More art, less chaos, by music photographer @blackprints_ 
https://t.co/TQ2Afvo2y1 https://t.co/7A7gcjlsLJ",1754,347
instagram,In your face and on the road with Muhammad Hidayatullah https://t.co/3zahXfdyQZ https://t.co/IktJmO0Nup,1749,336
instagram,Designer and technologist @JoshuaDavis paints with sound https://t.co/fisj6eddK4,1453,313
instagram,One of our favorite submissions from this weekend’s hashtag project: #WHPvideoportrait https://t.co/QjdQadX0bC,1499,255
instagram,"“Whenever I work with flowers, I’m in a great mood.” —Natalia Zhizkho",1624,435
instagram,Award-winning and unexpected floral designs with Natalia Zhizhko https://t.co/Fq138R5VsK https://t.co/VXRr9S6tIL,1722,353
instagram,"#WeeklyFluff, adopted Turkish feline foursome edition https://t.co/nGkSblyndm",1461,245
instagram,On the road and in the stadium with @sam_ponder https://t.co/9HXz9vvIUQ https://t.co/M5YOcdMeH9,1745,306
instagram,Featured submissions from this weekend’s hashtag project: #WHPvideoportrait https://t.co/9ueOig3jX6 https://t.co/25o3QwQB2z,1612,305
instagram,"We've introduced a new way to quickly view photos, videos, profiles and more. https://t.co/jVvWheL6w7 https://t.co/WGc68Gqu0K",1818,493
instagram,"""He was a sweet sweet soul. He went out with such a creative bang."" — @TheRealMickRock #RIPDavidBowie https://t.co/y5K5xVXQ2p",2867,770
instagram,Star-studded #GoldenGlobes post-win and presenter portraits with @inezandvinoodh https://t.co/YSZwWIfSUI https://t.co/ubNN8AfT64,3598,1256
instagram,Congrats @TherealTaraji @ladygaga &amp,2536,810
instagram,Creating beautiful portraits of the stars at the #GoldenGlobes with @inezandvinoodh https://t.co/8UWcAhwM5s,1290,231
instagram,Go behind the scenes with #GoldenGlobes winner @TheSlyStallone and more stars on Instagram. Right. Now. https://t.co/OF6LftXTWf,2182,511
instagram,Congratulations to @PixarInsideOut! #GoldenGlobes https://t.co/GMV9rouIrz,1641,342
instagram,"Congrats, @Racheldoesstuff! #GoldenGlobes https://t.co/skZP2MgGqM",1460,276
instagram,We're at the #GoldenGlobes! Host @rickygervais is off and running. #IGgoldenglobes https://t.co/9q66eUbp51,1611,347
instagram,“Children have such a lack of preconception when they make art that it always seems so raw and free and fun.” —@donshank,1924,492
instagram,Keeping tabs on his inner child with “Inside Out” animator @donshank https://t.co/kZDxQyxJ7y https://t.co/XcczmAz2qY,1763,352
instagram,"The Week on Instagram | 217
https://t.co/fVvYsEbEfJ https://t.co/EbQn5TfZ3b",2092,451
instagram,“I love the feeling of air around an object.” —Maria Sainte,2467,641
instagram,"Stripping down silhouettes with Maria Sainte
https://t.co/yYLLecgDeu https://t.co/tXACbBhA8B",1506,326
instagram,"A closer look at some crazy creatures
https://t.co/PmgPvJruIY",1521,291
instagram,"Un-creeping spiders, mosquitoes and snakes with @BiodiversiLary https://t.co/pYhRyMxMXf https://t.co/gv3W9csu9G",1747,395
instagram,"Participate in this weekend’s hashtag project: #WHPvideoportrait
https://t.co/MkBFcF2Ssp https://t.co/44NaydqoVW",1965,433
instagram,It’s a weird and whimsy world for the stop-motion animators of Moogabooga https://t.co/TBjcRd4hJu https://t.co/FbN5aErFF7,1716,399
instagram,#LocalLens: Splashing around Brazil’s Bonito with Jescika Lemes https://t.co/SWJpGRMWWI https://t.co/gmmu7IPis0,2227,563
instagram,Celebrating Orthodox Christmas and Moscow’s magic with photographer Kristina Makeeva ⭐️  https://t.co/zIJ5Tl0xmc https://t.co/cdl8IZKeuq,3300,1067
instagram,Another one of our favorite submissions to #WHPresolutions2016: https://t.co/Rrh16fn5CI,1707,274
instagram,"One couple. 2,800 square feet. 243 hand-painted species of birds. https://t.co/3lAMZyBWmQ",1542,315
instagram,How the @InkDwell mural at @CornellBirds took flight https://t.co/ZXGKqQLZfd https://t.co/ZmO9S9IJqs,2595,744
instagram,“It’s sort of mundane daily things I see. It makes the world a little more manageable and feel smaller for a second.” —Ali Kate Cherkis,1494,380
instagram,Finding human links in the everyday with Ali Kate Cherkis https://t.co/YRtnsXAYen https://t.co/QU483mSvAO,1446,334
instagram,One of our favorite submissions from this weekend’s hashtag project: #WHPresolutions2016 https://t.co/pEEzuj02i3,1812,347
instagram,The old stomping grounds and new beginnings of @SekaiNoOwariOFC https://t.co/Symbis3tul https://t.co/vYj0hzyqxc,1686,354
instagram,#WeeklyFluff https://t.co/Tzsf8BoUEU,1698,332
instagram,"Featured submissions from this weekend’s hashtag project: #WHPresolutions2016 
https://t.co/xDO6sIHZtg https://t.co/fqRLrdzExu",2254,526
instagram,“This picture is a statement. It says: I have the right to be French and I am proud of my culture.” —@ericiphone,1860,363
instagram,Altering French masterpieces with everyday goodies: https://t.co/JSLGABNlky https://t.co/VI8hEQs0K0,1894,503
instagram,Celebrating J.R.R. Tolkien’s birthday in New Zealand’s Hobbiton https://t.co/LsJE4rqwv0 https://t.co/hFk9C7yCPx,2422,697
instagram,"The Week on Instagram | 216 
https://t.co/hv10xvYoKH https://t.co/SFM8MfC8he",2211,484
instagram,Getting cozy with @daxon’s selfie menagerie https://t.co/eVnTeFEy9d https://t.co/cEGexZXv6q,3415,827
instagram,"“If that’s too comfortable, try it on your head.” —Talia Peretz",1920,468
instagram,"Bending, loving and staying open with Talia Peretz https://t.co/f08V2svHXY https://t.co/cXhbonnePv",2879,606
instagram,How to start your 2016 right: 1. Open Instagram. 2. Watch #IGNewYear2016 videos (in select countries). 3. 😁😂😀,2460,512
instagram,"Participate in this weekend’s hashtag project: #WHPresolutions2016 
https://t.co/lIZuKMJ6Gy https://t.co/3Am9SqEnbH",1759,357
instagram,"Instagram or it didn't happen. Post a video of your festivities and use #IGNewYear2016! (We're checking, seriously)",1985,320
instagram,“It’s a lot of trial and error and taking chances.” —photographer @kloa_jadda on capturing the northern lights,1681,352
instagram,Nerding out on gorgeous landscape photography with @kloa_jadda https://t.co/zo6NlRTRwl https://t.co/QVoYQYxrUG,3272,1075
instagram,Your phone is now a time machine. Open Instagram to ring in 2016 with the world (in select countries) #IGNewYear2016 https://t.co/DNAyElNB4f,3840,1006
instagram,"What does your #IGNewYear2016 look like? Share your videos on Instagram, like this one from @SekaiNoOwariOFC! https://t.co/IOFILzZI2W",2384,629
instagram,Watch the world celebrate the new year! Share your videos with #IGNewYear2016 https://t.co/uzbTt0Kx45,4801,1898
instagram,Revisiting some of our favorite Weekend Hashtag Project submissions from 2015. Here's one from #WHPforeveryoung: https://t.co/8dbUvQecW9,1885,337
instagram,Looking back at some of our favorite Weekend Hashtag Project submissions from 2015.  Here’s one from #WHPscreentest: https://t.co/rK6WJL6Bqh,1350,271
instagram,Revisiting some of our favorite Weekend Hashtag Project submissions from 2015. Here’s one from #WHPrhythm: https://t.co/F75T5kOsgQ,1888,380
instagram,"One of our favorite images from a past Weekend Hashtag Project, #WHPcamouflage: https://t.co/HShsDFzw2t",1579,295
instagram,#WeeklyFluff https://t.co/OZC2YMDDVN,1724,328
instagram,Featured submissions from this weekend’s hashtag project: #WHPtraditions https://t.co/gfTVkaR08L https://t.co/515QbI6WsO,2136,437
instagram,Looking back at some of our favorite Weekend Hashtag Project submissions from 2015. Here’s one from #WHP🌈 https://t.co/jxVaHY8CVS,1789,349
instagram,The Week on Instagram ,2067,429
instagram,¡Felices Fiestas! Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1883,329
instagram,Looking back at some of our favorite Weekend Hashtag Project submissions from 2015. Here’s one from #WHPboomerang https://t.co/DURAzkAB4j,1420,291
instagram,Discover surprising voices on Instagram from the Spanish-speaking world. Follow @InstagramES on Twitter!,1612,280
instagram,Baby animals. Rock 'n' roll. Kwanzaa dancers. Watch the festive #IGHolidays2015 on Instagram in select countries https://t.co/BN0fGWfPxa,2782,808
instagram,Looking back at some of our favorite WHP submissions from 2015. Here’s one from #WHPemojisinthewild https://t.co/xrwpHElw9G,1656,317
instagram,Instant holiday magic: Fun &amp,2236,569
instagram,"Participate in this weekend’s hashtag project: #WHPtraditions
https://t.co/adwgRgTvHW https://t.co/a6yRLYXiMc",1667,394
instagram,"Are you watching #IGHolidays2015? In select countries, open Instagram to see the cool ways people celebrate ⛄️ https://t.co/jehCsztdb4",1764,424
instagram,¡Felices Fiestas! Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1581,305
instagram,Happy holidays! Discover surprising voices from the Spanish-speaking world. Follow @InstagramES on Twitter! https://t.co/ciG7Q0MQsy,2239,520
instagram,“People are transported to another place. They can forget about the outside world.” —Allison Kiehl (@Botanic),1509,364
instagram,Glittering holiday lights never lose their magic ⛄️🌟🎄  —Denver @Botanic Gardens https://t.co/QrNwOsQpJl https://t.co/f7ypfRiKsV,2783,731
instagram,Happy holidays! We're rounding up the best videos. Open Instagram to watch now in select countries #IGHolidays2015 https://t.co/Dh0lz1Q8Za,2283,581
instagram,“I like to get up early and bake pies from scratch while watching ‘Alien’ on DVD.” — Carolyn Gair #ChristmasGoals,1442,295
instagram,"The wonderful, whimsical world of Carolyn Gair’s plastic menagerie: https://t.co/xshKSEteBS https://t.co/ycpOO29mEh",1562,357
instagram,¡Felices Fiestas! Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1865,359
instagram,Discover surprising voices on Instagram from the Spanish-speaking world. Follow @InstagramES on Twitter!,1501,262
instagram,Joyful weaving with Chinami Mori and her 93-year-old grandmother https://t.co/Uhcq5LsXCM https://t.co/yXwjBTgDF0,2275,605
instagram,"Oh what fun, it is to ride! Fun holiday videos are playing in select countries on Instagram now #IGHolidays2015 https://t.co/ffRkHoafxg",3588,1533
instagram,"Looking back at our favorite Weekend Hashtag Project submissions from 2015, including this one from #WHPactionpacked https://t.co/4VarzbkO8n",1755,300
instagram,Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1514,269
instagram,Discover surprising voices on Instagram from the Spanish-speaking world. Follow @InstagramES on Twitter!,1514,270
instagram,A look back at some of our favorite Weekend Hashtag Project submissions from 2015. Here’s one from #WHPmydailyroute! https://t.co/YOG2tcpBCm,1609,300
instagram,Looking back at some of our favorite Weekend Hashtag Project submissions from 2015. Here’s one from #WHPcolorplay! https://t.co/6GqC9Jdq7N,1788,343
instagram,We’ve made some improvements to Boomerang. Check it out and learn more here: https://t.co/XqZUvlGecC,1610,302
instagram,Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1454,260
instagram,Discover surprising voices on Instagram from the Spanish-speaking world. Follow @instagramES on Twitter!,1527,312
instagram,#WeeklyFluff https://t.co/mmw88kuvXO,1655,309
instagram,Featured submissions from this weekend’s hashtag project: #WHPwonderland https://t.co/3qhKTpxSHZ https://t.co/RHLoMYY00c,2163,492
instagram,"“I definitely want to make it to 1,000 days.” —skateboarding hobbyist Scott Warneke",1917,385
instagram,Skateboarding every day (for 700+ days) with Scott Warneke https://t.co/uQlvYuGkhf https://t.co/wq90jj3Zwx,2059,507
instagram,Celebrating #SimbangGabi in the Philippines with Wilfredo Lenterna Jr. https://t.co/m581zdUVFY https://t.co/VxViLE9XYO,2274,543
instagram,"The Week on Instagram | 214 
https://t.co/upgnpIJdTp https://t.co/O55KuqtWyI",1826,374
instagram,“No gluten. Acupuncture. Meditation. Hula-hooping. And ice cream.” —secrets to aging gracefully from Grandma Pat,2039,522
instagram,The sweet video musings of 83-year-young Grandma Pat: https://t.co/vJ8yqoGhtg https://t.co/VuuJT11eCZ,1694,376
instagram,"Surprise the 🐾 lover in your life with an Animals of Instagram calendar, via @humanesociety: https://t.co/gaHMa476Qg https://t.co/FBJ9yDRZlI",2219,524
instagram,Living in the moment with Beaver Suit https://t.co/aE18GHKhIq https://t.co/oCOYRIZ9NK,1979,428
instagram,Seeing #TheForceAwakens this weekend? Check out Jeremy Ennis' intricate #StarWars art https://t.co/9HTtScNxSF https://t.co/dH1YDjNgRa,2412,542
instagram,"Participate in this weekend’s hashtag project: #WHPwonderland
https://t.co/pjLa3MWzIh https://t.co/pVG4Kfojj7",1728,403
instagram,A lightsaber that would make any Jedi proud: https://t.co/CtM38GEMNE https://t.co/aOK8x7XLhD,2596,806
instagram,In pursuit of the perfect aviation photo with James Carroll https://t.co/zwmO9pgmiB https://t.co/KOHuxjhS3K,1815,510
instagram,“I’m a staunch proponent of genuine maple syrup.” —@saipancakes,1601,308
instagram,Celebrating #NationalMapleSyrupDay with breakfast artist @saipancakes https://t.co/Ko2qb27jVy https://t.co/bWkb7Hzvel,2110,488
instagram,Darth Vader — He’s just like us. Explore @avaderaday: https://t.co/4UlwtfKToJ https://t.co/iAtrrGu0cS,3403,1109
